column2	column3
  ajaykumar   ramashankarbk  satishchoubey  bjpabhi  indiaaakash  nyolonline  meghwanshi p  ppagarwal  thepradeep  thealpesh a     	p
 tharoorian inc  shashitharoor  incindia absolutely  that  s why modi has never bothered to respond to the barking l co nliaktz 	neutral
if standing wd truth makes me a criminal proudly i am if speakng abt da most imp part f society the farmers makes m co qeupehxc 	p
 suhelseth  mamataofficial  coldiptangshu  chandrabosebjp  narendramodi  bjpbengal  bjpindia  aitcofficial co gemxqymc 	p
 shashitharoor  incindia sir can u plz translate   craasleela    in english? and also what we call   cbidi    and   chookah    co eikacemuq 	p
 incindia i m agree with u 	p
 a a singh  incindia  bjpindia  amitmalviya  amitshah you think all indians are uneducated like rss? n n rafalescam 	p
 drsanjeevrajp  pawankhera  incrajasthan  rahulgandhi  incindia  vidyarthee  ashokgehlot  drcpjoshi  sachinpilot co jnumum 	neutral
 ndtv which are the internal documents mediapart referring to????? n nis this the standard of your journalism??? ndon  co ybtssgmo 	p
 gunjakapoor  incindia  divyaspandana  nsui  guptar  nh india  mrinalpande  rahulgandhi gunja   be safe  amp; careful  	neutral
 saquibimran  oxynom  kidwai   mshravank  abhishek singh  shashitharoor  incindia ur name says the story  a true pidi  	p
  rudra aksh  how does so-called  cong youth leaders  get away with their irresponsible behaviour igniting public ire against section o    	neutral
 incindia she big mouth due to lying    	n
 rightlog in  frustindian thank you  incindia for aadhar 	p
  incindia  farmers are demanding facilities from banks but they re denied because of debt  why can t narendra modi waive farm loans when    	n
if you can t take care of us  if you can t provide basic facilities to us  if you can t give us what s ours   stop co rrjnxzhkgg 	p
 zeenewshindi  shehzad ind  tehseenp  bjpindia  incindia zee news has not been broadcasting for almost  days  	n
 kds rajawat  sunildutt inc  rahulgandhi  incindia  ajaymaken  sharmistha gk  mahilacongress  nsui  iyc co dpxcwbzln 	p
 shashitharoor  profcong  uttamtpcc  drjgeetareddy  incindia democracy was in danger when an italian was remote con co lzubyvfs 	n
 kesavaprakash  jgopikrishnan  incindia yes now motorcycle  bar  n gals lovers are filing pil n lawyers are clapp co fzeukk	p
 zeenewshindi  zeenews  shehzad ind  tehseenp  bjpindia  incindia after the poll results on the show  incindia to co ltezakxt 	p
pakistani congress wants rafale should get cancelled  is there a deal between pakistan and congress because rafale co fmrinwhsp 	n
 shashitharoor  incindia how does it matter?  does the reliance not work in defence as of now? was anyone else a cl co iotecffsi 	n
 ajaymishra in  vishuadv  gauravpandhi  incindia dont dare defame hindus by associating ur terror and criminal org co oxtkynru 	neutral
 incindia anything that was put up by nehru or british is being destroyed at a rate faster than lightening   forget co aeofsxl 	n
 aninewsup  ani so wt problem  congress   incindia  party 	neutral
 incindia  rahulgandhi n shashitharoor  rssurjewala n digvijaya   pawankhera nnew generation of piddis as old genera co jiuizpqgz 	p
 muralidhar  uppalj  doniii  ndtv  sankarshant  rahulgandhi  mediapart  incindia i see what defense minister s co arzmf 	neutral
 ashwita  purushueme  nparama   aashey  jyotsnavarma  cprd india  dharmvirjangra  akkhanna co gjezxkmqw 	neutral
 shashitharoor  incindia  incindia would definitely have paid huge money to this socalled news website mediapart  i co yiwdgcu 	p
why so discrimination? nbjp president is called  chanakya  nwhile congress president is called  pappu  n incindia 	n
 rnth  gunjakapoor  rahulgandhi  incindia  ashupage  rohini sgh  prafullaketkar  awasthis  raghav co nbebfuexp 	p
 zeenews  ippatel n shubhrastha  tajinderbagga n aajtak ngot this     rom some muslim friend   die hard fan of  incindia co prcrlkuk 	p
 muralidhar  uppalj  doniii  ndtv  sankarshant  rahulgandhi  mediapart  incindia ah i see you bhakt   so the d co mlhlgbcz 	p
now french media is exposing  narendramodi chor on  rafalescam  n rahulgandhi n incindia n rssurjewala  bjpindia n n   t co caaaoeyqa 	n
 jhasanjay  sambitswaraj  incindia chairman se direct ask ? why patra ? 	p
 burnolwalli  incindia  rahulgandhi certainly  pappu bhai has accepted it     t co ugjptfvgi 	n
 jgopikrishnan  incindia distanced itself from pil  better to be withdrawan 	neutral
  roshan williams  title song from thriller  ache din  released   incindia  profcongkar  aamaadmiparty  aitcofficial  rjdforindia  arival    	p
 shashitharoor  incindia shashi  still india will vote for modi   n nabolo       	neutral
 incindia  rahulgandhi when did the  congress allot this money? a few days before the  elections?  incindialive co ituzvcej 	neutral
 manaspandeyinc  incindia  incchhattisgarh  iyc  iycchhattisgarh  rahulgandhi jo tweet share kiya hai would abp ke co swqxolige 	p
  sharmasanjay  medico  noopurtiwari  narendramodi  nsitharaman  bjpindia  mediapart  incindia  rahulgandhi wel co kgiktsjbd 	p
 muthurajk  uppalj  doniii  ndtv  sankarshant  rahulgandhi  mediapart  incindia because it has not come to the def co qpfzdorlr 	n
 jhumlebaji  rishisatya  incindia  prempra we ll let you stay dumtill election   you might go on to co dwlzdnk 	p
 incindia  incindia lead india into debt  no one talks about congress which brought dollar from  to rs   	n
 manaspandeyinc  incindia  incchhattisgarh  iyc  iycchhattisgarh  rahulgandhi why don t you prove that the video is co suxumpvs 	n
 balashernaz  rahulgandhi  incindia already psu are plagued with political party based trade unions now officially co jxzagkxyq 	p
 shashitharoor now that your party is not in power  you  ve decided to teach english to the children of the  cattle- co uzbyhrjcey 	n
 jitendrainc  tikaramjullyinc  ashkalitak  incindia  ashokgehlot  rahulgandhi  ashokchandnainc  rakeshbairwainc co mpkihcz 	p
 shashitharoor  ikaveri  incindia this is for bootlickers of bofors    ur assybossy coming to pwr      so ask mr oe co jpehdgqz 	p
there is group of media working in india especially in regional level which is working for  incindia party  nthere i co mgkheeria 	n
 kashikirai  incindia good gesture sir 	p
  madhuraspice  intolerance   failed nrape politics   failed nminority in danger   failed  nscam allegations   failed  ncaste violence   fail    	n
 sootradhar  ikayenn  incindia jiggs  from all that i have been following since the begin of your tweets  looks lik co rikntoszjk 	n
 indicheguevara  ndtv ndtv dalla is biggest broker of khangress  pppau   gt; gt; chor  incindia 	neutral
 shashitharoor what was  incindia pakistan s policy in words please? congress government at the center literally al co rfknmxhmh 	neutral
 shashitharoor  incindia don t bull shit   co nsewxgjn 	n
 ikayenn  sootradhar  incindia nilesh you make a compelling argument and though i am antithetical to congress party co vtdwovh 	p
 neo pac  rahulgandhi  incindia and expect crocodile tears too    	neutral
  mpmannusingh   republic  rahulgandhi  should meet with the management of  bofors also  there might some pending accounts  n incindia 	p
  tharoorian inc   shashitharoor  incindia corrupt and rotten to the core  n n a letter written by the general secretary of the employees m    	p
  lokeshsharma  ashokgehlot  incindia  rahulgandhi jay ho 	p
 shashitharoor you want  talk about apartheid? what about when your mother indira gandhi made half the youth of co kfhvgc 	p
 incindia  rahulgandhi let s ban all cigarettes and electronic cigarettes in india  public health hazard  	p
 neo pac  rahulgandhi  incindia still there? 	neutral
 gujaratviolence   n incindia exposed  n rahulgandhi says unemployment reason  n alpeshthakor  says exodus due to co rnahoaqbm 	n
 ramesh bjp  shashitharoor  incindia  metoo cooking from behind  wow  co glwkhpbd 	p
  zeenews   bhaivsbhai is an attempt to make people politically aware before the  elections  live now on  zeenews -    t co lpw    	neutral
now that proven that modi forced  reliance on  dassault ntomorrow s news  n n mjakbar sacked nmeri ma bartan dhoti thi co uclthdpgu 	p
  btrworld  mr  rahulgandhi  major players of  incmumbai namely kirpa shankar  nasim arif khan  bhai jagtap  amp; amin patel returning from    	p
  mamuni ishita  not fair   incindia is the only party crying hoarse on reliance and rafale issue  what else you expect  just because med    	n
 alpeshthakor people like alpesh thakur are eager to get power through disruptive politics  and now crying  trying co esnywrj 	n
i donot see any news  mathrubhumi reporting at  pm such late reporting is only possible if there is any clear d co vexyqecl 	n
  alamgirizvi   imranbotad  incindia true very true 	p
  zeenews   bhaivsbhai  this school is going to teach you  smart politics   must watch live now on  zeenews -    t co lpwnwplw n n s    	neutral
 imranbotad  incindia true very true 	p
this hoarding  just besides to wine shop in uttrakhand  oops    tsrawatbjp  incindia  uttarakhandbjp  dumbcm  dodocm    t co lhpgwsqbe 	p
yogi hatred against muslim it  s open book  it  s not deep it  s very very deep   nfew shameless people r supporting fo co czezkvjiiu 	n
 rajasthanpmc  incindia  rahulgandhi  mahilacongress  sushmitadevmp  rayazrehana  neetuvermasoin  avinashpandeinc co womeieout 	p
 devendrayadvinc  incindia  incsandesh  incrajasthan  incdelhi  avinashpandeinc  rahulgandhi  ashokgehlot co wiyrqcvz 	p
 rahulgandhi  incindia  tehseenp  bjpindia  narendramodi  shehzad ind  awasthis statement of  rahulgandhi regardin co igckbvo 	p
 sanjaysdutt  inctamilnadu  rahulgandhi  ashokgehlot  ahmedpatel  mwasnik inc  tn pyc  incindia  profcongtn co ibcarcyqj 	p
 shashitharoor  incindia just like the indian media saying if you change your jothen a new uan is generated  spen co kidyvfeqss 	p
 oxynom  kidwai   mshravank  abhishek singh  shashitharoor  incindia mms is most power full   amp; self decision maker pm of india get ever 	neutral
they insult us every time  in every debate  why don t we boycott such news channels like aajtak  zeenews etc  divis co dtbquwtzhg 	n
  tharoorian inc   shashitharoor  incindia the prime-ministership and the nation has been compromised as never before with a crony sevak    	neutral
 zeenews  shehzad ind  tehseenp  bjpindia  incindia bjp and congress 	p
 shashitharoor  incindia we can understand  rahulgandhi  getting frustrated  but how come you  shashitharoor fell f co nkekkbgs 	n
  shail saha  abdulohameed  ajitmittayil  sanjukta  renugadgil  incindia sir  nthen u need to move to s us time to or bhi sasta tha    	p
 shashitharoor  congress couldn t give muslim women their rights even in  years  protection against  tripletalaq co ghcmtuqbls 	n
how much    c  is paid to you folks  mediapart by  incindia or  rahulgandhi for this fake jowork??    t co ddxrksxmb	p
 drgpradhan  incindia  narendramodi  pmoindia this rogue political outfit called inc has demolished many indians  s co gcpfvmtbl 	n
 shashitharoor  incindia international intervention to destabilise modi govt  we dont trust any media whether natio co andcfhxms 	p
 uppalj  doniii  ndtv  sankarshant  rahulgandhi  mediapart  incindia one more thing the government is hiding is ta co mtmjhuudmr 	neutral
 sunil deodhar  bjpandhra  ncbn  rahulgandhi  incindia one more hero came from tripura  any issues we are happy to co vykodnzp 	p
 shashitharoor  incindia for oem it is mandatory to have   offset of deal through either psu or private company or company with jv 	p
 shashitharoor your father nehru segregated the land into  india and  pakistan  ndo you really want to talk about a co iplym	p
 apsrathodmp  profcong  incindia  mahilacongress  iyc  congresssevadal  nsui thank you ji 	p
 szarita  profcong  incindia  mahilacongress  iyc  congresssevadal  nsui many-many  congratulations  szarita ji   	p
 incindia  rahulgandhi action must be taken     t co qkrbfkqt 	p
 cnnnews  rahulgandhi  jhasanjay  incindia  bhupendrachaube taneja why don t u shut ur bloody mouth when other pe co vlbotn 	n
 ashokgehlot is  one of the biggest duffer after  rahulgandhi  n incindia    t co ohfwlmg 	p
 aditisinghinc  incindia  mahilacongress  rahulgandhi  sushmitadevmp  incuttarpradesh congraaaats medam   	p
 kailashwg  payalbhayana  shashitharoor  incindia  rahulgandhi  irobertvadra now even sc has thrown their petition co tlapjeo 	n
 shashitharoor  incindia finally figured out a way to make media of france publish the things you like just as ndtv co ifyzqmrr	p
 tharoorian inc  shashitharoor  incindia absolutely          	p
 narendramodi  pmoindia  smritiirani  youthbjp whats common between them  incindia    t co ybgsrq 	p
 zeenews  shehzad ind  tehseenp  bjpindia  incindia shahzad is good as he has having proper justifications  amp; peopl co qsscemnh 	neutral
 shashitharoor  incindia the govt  has to subsidize the  jio  somehow  	n
if he was in  incindia at present  the  bjpindia would have made it a national issue with the help of media and wo co zhdnasyyqu 	p
